Google Scholar Cluster,Year,Date,eDate,Authors,Title,Type,Journal/conference/book,ISSN/ISBN,Keywords,Step,Review Group,Citation Count,Internal Citations,Debut,Same study,Conceptual framework,Methodological framework,Data source,Interval,Software,Graph construction,Structure of interest
15586454427327336256,2015,Feb,2014/10/25,"Franchini, M.|Pieroni, S.|Fortunato, L.|Molinaro, S.|Liebman, M.",Poly-pharmacy among the elderly: Analyzing the co-morbidity of hypertension and diabetes,Journal Article,Current Pharmaceutical Design,1381-6128,Diabetes|poly-pharmacy|co-morbidity|elderly|social network analysis|administrative data|hypertension,PubMed,Clinical co-occurrence,2,,2014-10-25,,Health surveillance,Ð,"Tuscany, Italy > Local Health Unit",2010,Gephi,Associations between patients and their demographic and clinical characteristics across records,"Communities, paths"
15419847508180354236,2015,Sep,2015/07/18,"Hackl, F.|Hummer, M.|Pruckner, G. J.",Old boys' network in general practitioners' referral behavior?,Journal Article,Journal of Health Economics,0167-6296,Referral behavior|General practitioner|Information asymmetry|Personal networks|Affinity-based networks,PubMed,Physician collaboration,2,,2015-07-18,,Social capital and social influence,Regression,Upper Austrian Sickness Fund,1998Ð2007,Ð,Designated referrals between GPs and specialists,Dyads
14151262832984177483,2015,Feb,2014/12/18,"Hollingsworth, J. M.|Funk, R. J.|Garrison, S. A.|Owen-Smith, J.|Kaufman, S. R.|Landon, B. E.|Birkmeyer, J. D.",Differences between physician social networks for cardiac surgery serving communities with high versus low proportions of black residents,Journal Article,Medical Care,0025-7079,cardiac surgery|racial disparities|social network analysis,PubMed,Physician collaboration,2,2124097880840271620,2014-12-18,,Population health,Regression,Medicare Provider Analysis and Review,2008Ð2011,Ð,Co-occurrence of physicians across patients,"Dyads, tirads, graph"
793633649644841267,2015,May 1,2015/04/14,"Hussain, T.|Chang, H.-Y.|Veenstra, C. M.|Pollack, C. E.",Collaboration between surgeons and medical oncologists and outcomes for patients with stage iii colon cancer,Journal Article,Journal of Oncology Practice,,,Citation,Physician collaboration,2,,2015-04-14,,Collaborative practice,Survival analysis,SEER-Medicare,2000Ð2009,,Associations between surgeons and medical oncologists across patients,Dyads
13849753041952158348,2015,Oct 16,2015/10/17,"Kwan, T. H.|Wong, N. S.|Lee, S. S.",Participation dynamics of a cohort of drug users in a low-threshold methadone treatment programme,Journal Article,Harm Reduction Journal,1477-7517,Low threshold|Methadone maintenance treatment|Injecting drug users|Social connectivity,PubMed,Institutional exchange,2,,2015-10-16,,Social capital and social influence,Ð,Hong Kong Special Administrative Region Government > Department of Health,2008,"ArcGIS, Gephi",Proximate co-occurrence of patients across methodone clinics,"Neighborhoods, paths"
7075984228223359820,2015,,2015/02/05,"Li, Y.-B.|Zhou, X.-Z.|Zhang, R.-S.|Wang, Y.-H.|Peng, Y.-H.|Hu, J.-Q.|Xie, Q.|Xue, Y.-X.|Xu, L.-L.|Liu, X.-F.|Liu, B.-Y.",Detection of herb-symptom associations from traditional chinese medicine clinical data,Journal Article,Evidence-Based Complementary and Alternative Medicine,1741-427X (Print)|1741-427x,,PubMed,Clinical co-occurrence,1,,2015-02-05,,Decision support,Software development,a clinical data warehouse | Dong-fang Hospital | First Teaching Hospital of Tianjin University of TCM,2007Ð | 2005Ð2010 | Nov 2011ÐMar 2013,Ð,Co-occurrence of herb prescriptions and symptoms across patients,Neighborhoods
3853481226495975509,2015,May,2015/03/22,"Mascia, D.|Angeli, F.|Di Vincenzo, F.",Effect of hospital referral networks on patient readmissions,Journal Article,Social Science & Medicine,0277-9536,Interorganizational collaboration|Patient readmission|Hierarchical linear modeling|Social network analysis,PubMed,Institutional exchange,0,,2015-03-22,,Collaboration and competition,Regression,"Abruzzo, Italy > Agency of Public Health",2005,Organization Risk Analyzer,Sequential occurrence of hospitals across patients,"Graph, neighborhoods"
239186577601648228,2015,Jul*,,"Merrill, J. A.|Sheehan, B. M.|Carley, K. M.|Stetson, P. D.",Transition networks in a cohort of patients with congestive heart failure. A novel application of informatics methods to inform care coordination,Journal Article,Applied Clinical Informatics,1869-0327,Care coordination|patient care management|network analysis|heart failure|healthcare systems,Citation,Workplace interaction,0,,2015-07-31,,Care coordination,Ð,Columbia University Medical Center,Jul 2011ÐJun 2012,Organization Risk Analyzer,Associations between patients and services across visits; co-occurrence of services across patients; sequential service visits across patients,"Graph, neighborhoods, paths"
18340469069556949129,2015,Jun 24,2015/06/24,"Moni, M. A.|Lio, P.",How to build personalized multi-omics comorbidity profiles,Journal Article,Frontiers in Cell and Developmental Biology,2296-634X,comorbidity|multi-omics|ontology|multiplex network|data integration,Citation,Clinical co-occurrence,1,,2015-06-24,,Comorbidity,Software development,Medicare Provider Analysis and Review,1990Ð1993,R,Co-occurrence of diseases across patients,Dyads
9436363093917650391,2015,Autumn,2015/09/14,"Pallotti, F.|Tubaro, P.|Lomi, A.",How far do network effects spill over? Evidence from an empirical study of performance differentials in interorganizational networks,Journal Article,European Management Review,1740-4762,cliques|interorganizational networks|performance differentials|social influence|structural equivalence,Citation,Institutional exchange,1,,2015-09-14,,Collaboration and competition,Regression,"Laazio, Italy > regional hospital information system","2003, 2004",Ð,Ð,"Dyads, cliques, neighborhoods"
8552262842231584077,2015,Aug 15,2015/04/24,"Pollack, C. E.|Soulos, P. R.|Gross, C. P.",Physician's peer exposure and the adoption of a new cancer treatment modality,Journal Article,Cancer,0008-543x,diffusion of innovation|physician patient-sharing networks|breast cancer|brachytherapy,PubMed,Physician collaboration,0,,2015-04-24,,Social capital and social influence,Regression,SEER-Medicare,2003Ð2004,,Co-occurrence of physicians across patients,Neighborhoods
6762361255512973083,2015,Sep,2015/06/16,"Simmering, J. E.|Polgreen, L. A.|Campbell, D. R.|Cavanaugh, J. E.|Polgreen, P. M.",Hospital transfer network structure as a risk factor for clostridium difficile infection,Journal Article,Infection Control and Hospital Epidemiology,0899-823x,,PubMed,Institutional exchange,2,,2015-06-16,,Epidemiology,Regression,"California, USA > Healthcare Costs and Utilization Project State Inpatient Database",2005Ð2011,Ð,Sequential occurrence of hospitals across patients,"Neighborhoods, communities"
5884760505723322221,2015,Mar,2015/02/20,"Soulakis, N. D.|Carson, M. B.|Lee, Y. J.|Schneider, D. H.|Skeehan, C. T.|Scholtens, D. M.",Visualizing collaborative electronic health record usage for hospitalized patients with heart failure,Journal Article,Journal of the American Medical Informatics Association,1527-974X (Electronic)|1067-5027 (Linking),Care collaboration|heart failure|electronic health records|network analysis,Seed,Workplace interaction,4,,2015-02-20,,Care coordination,Ð,Northwestern Memorial Hospital > Enterprise Data Warehouse,2012,"Gephi, R > Boost Graph Library",Co-occurrence of physicians across patients,"Communities, cliques"
3001601440051743147,2015,,2015/11/09,"Uddin, S.|Kelaher, M.|Srinivasan, U.",A framework for administrative claim data to explore healthcare coordination and collaboration,Journal Article,Australian Health Review,,exponential random graph models|health insurance claim data|patient-centric care coordination network|physician collaboration network|social network measures.,Citation,Workplace interaction,1,,2015-11-09,,Care coordination,Ð,an Australian non-profite health insurance organization,Jan 2005ÐFeb 2009,Pnet,Associations between patient and doctors across visits; co-occurrence of physicians across patients,"Neighborhoods, dyads, triads"
2894765692799592605,2015,Aug 28,2015/08/28,"van Bunnik, B. A. D.|Ciccolini, M.|Gibbons, C. L.|Edwards, G.|Fitzgerald, J. R.|McAdam, P. R.|Ward, M. J.|Laurenson, I. F.|Woolhouse, M. E. J.",Efficient national surveillance for health-care-associated infections,Journal Article,BMC Public Health,1471-2458,,Citation,Institutional exchange,1,,2015-08-28,,Epidemiology,Agent-based modeling,"Scotland, UK > Information Services Division",1 Jan 2007Ð31 Dec 2007,Ð,Designated patient transfers between hospitals | Sequential occurrence of hospitals across patients,Diffusion
16954452513554766539,2015,Mar,2014/10/23,"Warner, J. L.|Denny, J. C.|Kreda, D. A.|Alterovitz, G.",Seeing the forest through the trees: Uncovering phenomic complexity through interactive network visualization,Journal Article,Journal of the American Medical Informatics Association,1067-5027,Medical informatics applications|Data display|Phenotype|Data mining|Decision making|computer-assisted,PubMed,Clinical co-occurrence,3,,2014-10-23,,Decision support,Software development,Multiparameter Intelligent Monitoring in Intensive Care II,Ð,R > igraph,Co-ocurrence of diseases across patients,Neighborhoods
9975778981456457950,2015,Dec,2015/10/19,"Xu, H.|Moni, M. A.|Lio, P.",Network regularised cox regression and multiplex network models to predict disease comorbidities and survival of cancer,Journal Article,Computational Biology and Chemistry,1476-9271,Comorbidity|Network regularised Cox regression|Multiplex network|Survival prediction|Cancer,Citation,Clinical co-occurrence,1,,2015-10-19,,Disease progression,Survival analysis,Medicare Provider Analysis and Review,1990Ð1993,"Matlab, R",Co-occurrence of diseases across patients,Dyads
13319065773913311073,2015,Sep 28,2015/10/01,"Zhang, Y.|Padman, R.|Patel, N.",Paving the cowpath: Learning and visualizing clinical pathways from electronic health record data,Journal Article,Journal of Biomedical Informatics,1532-0464,Clinical pathway|Clinical practice guideline|Visualization|Chronic kidney disease,PubMed,Workplace interaction,0,,2015-09-28,,Collaborative practice,Feature extraction,a nephrology practice in western Pennsylvania,Mar 2009ÐMay 2013,Ð,Sequential occurrence of office visits across patient records,Paths
8752800357398772150,2016,Apr 26,2016/04/26,"Bagley, S. C.|Sirota, M.|Chen, R.|Butte, A. J.|Altman, R. B.",Constraints on biological mechanism from disease comorbidity using electronic medical records and database of genetic variants,Journal Article,PLoS Computational Biology,,,Seed,Clinical co-occurrence,0,,2016-04-26,,Molecular biology of disease,Hypothesis generation,Columbia University Medical Center | Stanford University Medical Center,Ð,Cytoscape,Co-occurrence of diseases across patients,Dyads
15070039911616517406,2016,Jul 27,2016/07/28,"Feldman, K.|Stiglic, G.|Dasgupta, D.|Kricheff, M.|Obradovic, Z.|Chawla, N. V.",Insights into population health management through disease diagnoses networks,Journal Article,Scientific Reports,2045-2322,,PubMed,Clinical co-occurrence,0,,2016-07-27,,Population health,Ð,Healthcare Cost and Utilization Project > Nationwide Inpatient Sample,2003Ð2009,Ð,Co-occurrence of diseases across patients,"Dyads, paths, communities"
12112474574544883449,2016,Apr,2016/01/14,"Geissler, K. H.|Lubin, B.|Marzilli Ericson, K. M.",Access is not enough: Characteristics of physicians who treat medicaid patients,Journal Article,Medical Care,0025-7079,health care delivery|health insurance|Medicaid|physician practice patterns|practice variation,PubMed,Physician collaboration,0,,2016-01-14,,Social capital and social influence,Regression,Massachusetts All Payer Claims Database,2011,Ð,Co-occurrence of physicians across patients,"Neighborhoods, graph"
11259984925427313520,2016,May 27,2016/06/16,"Geraci, D. M.|Giuffre, M.|Bonura, C.|Graziano, G.|Saporito, L.|Insinga, V.|Rinaudo, G.|Aleo, A.|Vecchio, D.|Mammina, C.","A snapshot on mrsa epidemiology in a neonatal intensive care unit network, palermo, italy",Journal Article,Frontiers in Microbiology,1664-302x,MRSA|active surveillance|network approach|molecular typing|NICu,PubMed,Institutional exchange,0,,2016-05-27,,Epidemiology,Ð,"Palermo, Italy > Regional Health Service Statistical Office",Feb 2014ÐJan 2015,Ð,Sequential occurrence of neonatal intensive care units across patients,Neighborhoods
7408107029410258511,2016,May 21,2016/05/21,"Gibbons, C. L.|van Bunnik, B. A. D.|Blatchford, O.|Robertson, C.|Porphyre, T.|Imrie, L.|Wilson, J.|Fitzgerald, J. R.|Woolhouse, M. E. J.|Chase-Topping, M. E.",Not just a matter of size: A hospital-level risk factor analysis of mrsa bacteraemia in scotland,Journal Article,BMC Infectious Diseases,1471-2334,Hospital-level|Risk|Connectivity|MRSA bacteraemia,Citation,Institutional exchange,0,,2016-05-21,,Epidemiology,Regression,Information Services Division,2007,Ð,Designated patient transfers between hospitals | Sequential occurrence of hospitals across patients,"Neighborhoods, paths"
12361957703146268092,2016,Jun 15,2016/06/17,"Glicksberg, B. S.|Li, L-2.|Badgeley, M. A.|Shameer, K.|Kosoy, R.|Beckmann, N. D.|Pho, N.|Hakenberg, J.|Ma, M.|Ayers, K. L.|Hoffman, G. E.|Li, S. D.|Schadt, E. E.|Patel, C. J.|Chen, R.|Dudley, J. T.",Comparative analyses of population-scale phenomic data in electronic medical records reveal race-specific disease networks,Journal Article,Bioinformatics,1367-4803,,PubMed,Clinical co-occurrence,0,,2016-06-15,,Population health,Ð,Mount Sinai Hospital,ÐFeb 2015,Cytoscape > NetworkAnalyzer,sequential occurrence of diseases across patients; co-occurrence of diseases across patients,"Dyads, neighborhoods"
6198767401959411329,2016,May 23,2016/05/23,"Kannan, V.|Swartz, F.|Kiani, N. A.|Silberberg, G.|Tsipras, G.|Gomez-Cabrero, D.|Alexanderson, K.|Tegner, J.",Conditional disease development extracted from longitudinal health care cohort data using layered network construction,Journal Article,Scientific Reports,2045-2322 (online),,Citation,Clinical co-occurrence,0,,2016-05-23,,Disease progression,Hypothesis generation,Statistics Sweden | Swedish Board of Health and Welfare | Swedish Social Insurance Agency,1997Ð2009,R > igraph,Co-occurrence of diseases across patients,"Dyads, communities"
9977679068032873450,2016,Jun,2016/05/18,"Kim, J. H.|Son, K. Y.|Shin, D. W.|Kim, S. H.|Yun, J. W.|Shin, J. H.|Kang, M. S.|Chung, E. H.|Yoo, K. H.|Yun, J. M.",Network analysis of human diseases using korean nationwide claims data,Journal Article,Journal of Biomedical Informatics,1532-0464,Claims data|Network analysis|Disease‰ÛÒdisease association|Human disease network|Data-driven analysis,PubMed,Clinical co-occurrence,0,,2016-05-18,,Comorbidity,Ð,Health Insurance Review and Assessment Service > National Patient Sample,2011,"Cytoscape, R",Co-occurrence of diseases across patients,Dyads
3693774038279178940,2016,Jun 4,2016/06/04,"Lee, K.-H.|Lim, S.|Park, J.","Expelled uninsured patients in a less-competitive hospital market in florida, USA",Journal Article,International Journal for Equity in Health,1475-9276,Uninsured|Patient transfers|Hospital competition,Citation,Institutional exchange,0,,2016-06-04,,Collaboration and competition,Regression,Florida Agency for Health Care Administration > Hospital Inpatient Discharge Data,2010,Ð,Sequential occurrence of hospitals across patients,Dyads
645850665961501145,2016,Jan 26,2016/03/05,"Liu, J.|Ma, J.|Wang, J.|Zeng, D. D.|Song, H.|Wang, L.|Cao, Z.",Comorbidity analysis according to sex and age in hypertension patients in china,Journal Article,International Journal of Medical Sciences,1449-1907,Comorbidity|Detection Rate|Electronic Medical Records|Hypertension|Network Analysis.,PubMed,Clinical co-occurrence,0,,2016-01-26,,Comorbidity,Ð,Chinese National Surveillance System,2011Ð2013,Python,Co-occurrence of diseases across patients,Dyads
17653819535321164289,2016,Apr,2015/10/17,"Lubloy, A.|Kereszturi, J. L.|Benedek, G.",Formal professional relationships between general practitioners and specialists in shared care: Possible associations with patient health and pharmacy costs,Journal Article,Applied Health Economics and Health Policy,1179-1896,,Citation,Physician collaboration,0,,2015-10-17,,Collaborative practice,Ð,DoktorInfo,2010Ð2011,Ð,Associations between GPs and SPs across patients,Dyads
16268501381368212203,2016,Sep,2016/06/27,"Moen, E. L.|Austin, A. M.|Bynum, J. P.|Skinner, J. S.|O'Malley, A. J.",An analysis of patient-sharing physician networks and implantable cardioverter defibrillator therapy,Journal Article,Health Services and Outcomes Research Methodology,1387-3741 (Print)|1572-9400 (Online),Social network analysis|Centrality|Degree distribution|Structural equivalence|Exponential random graph model|Evidence-based medicine|Implantable cardioverter defibrillators,Scopus,Physician collaboration,0,,2016-06-27,,Ð,ERGM,Medicare Physician/Supplier Part B,2008,"R > statnet, R > igraph, Gephi, GeoLayout",Co-occurrence of physicians across patients; co-occurrence of hospitals across patient-sharing physicians,"Neighborhoods, paths"
10704495480470258068,2016,Feb,2015/07/19,"Ong, M. S.|Olson, K. L.|Cami, A.|Liu, C.-F.|Tian, F.|Selvam, N.|Mandl, K. D.",Provider patient-sharing networks and multiple-provider prescribing of benzodiazepines,Journal Article,Journal of General Internal Medicine,0884-8734,prescribing patterns|drug overdose|social networks,PubMed,Physician collaboration,1,,2015-07-19,,Care coordination,Regression,HealthCore Integrated Research Database,2008Ð2011,Ð,Co-occurrence of physicians across patients,"Neighborhoods, dyads"
9594940078641679063,2016,Jun 1,2016/04/30,"Sideris, C.|Pourhomayoun, M.|Kalantarian, H.|Sarrafzadeh, M.",A flexible data-driven comorbidity feature extraction framework,Journal Article,Computers in Biology and Medicine,0010-4825,Knowledge discovery|Comorbidity|Clustering|Prediction,PubMed,Clinical co-occurrence,0,,2016-04-30,,Comorbidity,Feature extraction,Ronald Reagan UCLA Medical Center | UCI 130-US | Healthcare Cost and Utilization Project > National Inpatient Sample,2005Ð2009 | 1999Ð2008 | 2012,Ð,Co-occurrence of diseases across patients,Communities
11204179047977547964,2016,Jan,2015/06/22,"Stadtfeld, C.|Mascia, D.|Pallotti, F.|Lomi, A.",Assimilation and differentiation: A multilevel perspective on organizational and network change,Journal Article,Social Networks,0378-8733,Social networks|Organizational change|Multilevel networks|Two-mode networks|Stochastic actor-oriented model,Citation,Institutional exchange,1,,2015-06-22,,Collaboration and competition,Stochastic modeling,"Abruzzo, Italy > health system",2005Ð2011,Ð,Designated patient transfers between hospitals,"Dyads, triads"
12055918768487749039,2016,Mar,2016/02/16,"Takahashi, Y.|Ishizaki, T.|Nakayama, T.|Kawachi, I.",Social network analysis of duplicative prescriptions: One-month analysis of medical facilities in japan,Journal Article,Health Policy,0168-8510,Prescription drugs|Health service research|Health policy|Social networks|Duplicative prescription,PubMed,Physician collaboration,0,,2016-02-16,,Epidemiology,Ð,Japan Medical Data Center,Dec 2012,R > sna,Co-occurrence of medical facilities across duplicative prescriptions,Graph
12885358153772323640,2016,Jan,2015/08/21,"Tranmer, M.|Pallotti, F.|Lomi, A.",The embeddedness of organizational performance: Multiple membership multiple classification models for the analysis of multilevel networks,Journal Article,Social Networks,0378-8733,Health care organizations|Interorganizational fields|Interorganizational networks|Multilevel networks|Multiple Membership Multiple Classification Model|Organizational performance,Citation,Institutional exchange,1,,2015-08-21,,Collaboration and competition,Regression,"Lazio, Italy",2006,MLwiN,Ð,Graph
13862997009944514441,2016,Feb 4,2016/02/04,"Uddin, S.",Exploring the impact of different multi-level measures of physician communities in patient-centric care networks on healthcare outcomes: A multi-level regression approach,Journal Article,Scientific Reports,2045-2322,,PubMed,Physician collaboration,0,,2016-02-04,,Care coordination,Regression,an Australian not-for-profit health insurance organization,5 years,Ð,Co-occurrence of physicians across patients,"Communities, graph"
17959342134111868712,2016,Jul,2016/04/07,"van den Dool, C.|Haenen, A.|Leenstra, T.|Wallinga, J.",The role of nursing homes in the spread of antimicrobial resistance over the healthcare network,Journal Article,Infection Control and Hospital Epidemiology,,,Citation,Institutional exchange,0,,2016-04-07,,Epidemiology,Stochastic modeling,Sentinel Surveillance Network on Infectious Diseases in Nursing Homes | Dutch National Medical Register,2012Ð2014 | 2004,Ð,Designated patient transfers between hospitals and nursing homes,Diffusion
